ID,text,target,stance,stance:confidence,against_reason,favor_reason,none_reason,sarcasm,sarcasm:confidence,sentiment,sentiment:confidence,datetime,Date
1324,مشكلة التحول الرقمي في الاردن هي عدم وجود جهة مركزية تخطط لعمليات تبادل البيانات بين الجهات المختلفة لتسهيل عملية اعادة هندسة كافة العمليات والاجراءات الحكومية لتحول رقمي فعال  اللي بيصير حاليا هو تغيير في طريقة تقديم الخدمة من خلال نفس الروتين الحكومي العقيم.,Digital Transformation,Against,0.7547,A_Explicit,,,No,1.0,Negative,1.0,2021-09-09 11:11:52+00:00,09/09/2021
1325,رسمياً وكأول دولة في العالم المملكة العربية #السعودية تدشن #الجواز_السعودي_الإلكتروني   المملكة في تسارع نحو التحول الرقمي  لا يكاد يمر علينا شهر إلا هناك إضافة رقمية جديدة .. رحلة التحول بدأت .. لتستمر ويستمر التحول نحو تحقيق رؤية المملكة 2030 URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Negative,0.7345,2022-02-10 21:17:26+00:00,10/02/2022
1327,معالي الوزير حفظه الله     نظراً للظرف الحاصل #كرونا أليست فرصة مناسبة لـ #مبادرة تجربة وتفعيل #التعليم_الإلكتروني عن بعد لتطويره وتحسينه بين المعلم وطلابه ( حتى وإن كان غير إلزامي ) لاسيما وأن #التحول_الرقمي هو هدف أساسي لـ #رؤية_السعودية_2030 #وزارة_التعليم,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.5748,2020-03-05 17:18:23+00:00,05/03/2020
1330,من كان يقلل من قيمة التعلم الإلكتروني قبل سنوات ويشكك في مصداقية الشهادات التي يحصل عليها المتعلم من المواقع التعليمية والجامعات الافتراضية  هو مجبر اليوم على أن يعمل عن بعد ويتعلم عن بعد وينهي معاملاته الحكومية عن بعد.. . ولله الحمد دولة الامارات متقدمة جداً في التحول الذكي.. 👌🏻,Digital Transformation,Favor,0.7506,,F_Explicit,,No,1.0,Positive,0.6229,2020-03-30 21:05:52+00:00,30/03/2020
1331,MENTION MENTION وش التطعيم الى يسمح للمرض بدخول جسمك ؟؟  عمرك سمعت عن تطعيم تأخذه ويجيك المرض .. اذا سمعت هات مثال  كورونا كلها عبارة عن حرب بيلوجية بين الدول العظمى .. وكل بلد عدلت على جينات الفايروس هي الوحيدة التي تملك العلاج والتطعيم منه .. أخبرني عن عدد الوفيات في الصين .,Covid Vaccine,Against,0.7447,A_Implicit,,,No,1.0,Neutral,0.6311,2021-07-21 04:17:27+00:00,21/07/2021
1333,الهند كانت من أكثر الدول استقراراً في عدد الاصابات بفيروس كورونا بل وصلت إلى أدنى مستوياتها، ثم في ١٢/١ قامت بأكبر حملة تطعيم في العالم. والآن الأخبار تقول أن موجة قوية من الإصابات بالفيروس اجتاحتها. وهذا كله بعد فترة قصيرة من حملة التطعيم. شاهدوا التواريخ في الصور ,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,1.0,2021-04-25 02:43:13+00:00,25/04/2021
1334,مؤتمر اكثر من رائع  يعكس جزء من التحول الرقمي التطور التقني الذي نعيشه في المملكة. شكراً من الأعماق ❤. #LEAP22 URL,Digital Transformation,Favor,0.7548,,F_Explicit,,No,1.0,Positive,0.7721,2022-02-04 08:42:43+00:00,04/02/2022
1337,  ترا تطعيم ضد كورونا مو ضد الدين والصفات الحسنة,Covid Vaccine,None,0.5932,,,Not clear,No,0.693,Neutral,0.693,2021-02-18 21:39:31+00:00,18/02/2021
1338,طبيب ايطالي يكشف اكاذيب جائحة كورونا و اهدافها الخبيثة  لاجل تطعيم الناس لاجل تخفيض عدد السكان   URL,Covid Vaccine,Against,0.7488,A_Implicit,,,No,1.0,Negative,0.6509,2020-12-02 17:52:51+00:00,02/12/2020
1340, أكثر من 100 دولة لم تبدأ بعد في تطعيم كورونا منها اليابان المشككة في اللقاح  ,Covid Vaccine,None,1.0,,,Not clear,No,1.0,Negative,0.6509,2021-03-12 10:56:57+00:00,12/03/2021
1341,  تم اهمال مرضى السرطان و الامراض الخطيرة الاخرى من اجل الانفلونزا الموسمية التي اسموها كورونا  مجرد سوال  ======= كيف تريد تطعيم  70% من الشعب    لمرض نسبة انتشاره في معدل الطبيعي لـ الانفلونزا الموسمية ,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6509,2021-04-06 22:11:22+00:00,06/04/2021
1342,   في اميركا  1976 قامت الحكومى بحملة تطعيم  لقاح انفلونزا الخنازير قالت انه آمن رغم علمها اضراره على الصحة ودفعت تعويضات  ونفس السيناريو مع  كورونا  ,Covid Vaccine,Against,1.0,,,,No,1.0,Neutral,1.0,2021-04-21 02:28:31+00:00,21/04/2021
1343,اسرائيل قامت بحملة تطعيم هل كانت لتحفيز دول المنطقة و هم ياخذون لقاح وهمي و عمل تمثيلية على العالم  كما فعلت الصين عندما كانت تصور الناس تسقط في الشارع ونشرت الذعر في العالم و جعلت الدول تغلق الاغلاق العام بينما الصين مصانعها لم تتوقف عن العمل == اسرائيل  ,Covid Vaccine,Against,0.5066,A_Implicit,,,No,1.0,Negative,1.0,2021-04-24 11:42:56+00:00,24/04/2021
1345,الهند   حالات كورونا بدات  في التزايد  بعد أن بدأت حملة  تطعيم الناس  في 15 يناير 2021 URL,Covid Vaccine,Against,1.0,A_Implicit,,,No,1.0,Neutral,1.0,2021-04-29 19:08:40+00:00,29/04/2021
1346,دول لم تقم بحملات تطعيم نسبة الاصابات فيها متدنية ودليل  على خدعة كورونا  عدد سكان تايوان ٢٣ مليون  الاصابات فيها حوالي 1039   لو كان هناك وباء لكانت الوفيات بالملايين  وليس. ١٠ اشخاص   URL,Covid Vaccine,Against,0.7447,A_Implicit,,,No,1.0,Negative,0.4105,2021-04-29 19:20:59+00:00,29/04/2021
1347,MENTION ترابط ارتفاع الاصابات مع حملات التطعيم /2 دول لم تقم بحملات تطعيم نسبة الاصابات فيها متدنية  ودليل  على خدعة كورونا  عدد سكان تايوان ٢٣ مليون  الاصابات فيها حوالي 1039   لو كان هناك وباء لكانت الوفيات بالملايين  وليس. ١٠ اشخاص   URL,Covid Vaccine,Against,0.7447,A_Implicit,,,No,1.0,Negative,0.6366,2021-04-29 19:42:59+00:00,29/04/2021
1351,2️⃣ إنخفض معدل الدخول للمستشفى بسبب #كورونا بهذه النسب: ٩١٪ بعد ٤ أسابيع من تطعيم فايزر.  ٨٨٪ بعد ٤ أسابيع من تطعيم أسترازينكا.  و فالكم طيب.   ,Covid Vaccine,Favor,1.0,,,,No,1.0,Positive,0.6255,2021-04-24 16:09:35+00:00,24/04/2021
1355, اتمنى منكم ان تستفيدوا من تطورهم التقني لان التحول و التطور يمشي بخطوات بطيئة جدا بالمغرب,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.6254,2022-03-14 13:45:04+00:00,14/03/2022
1356, انا عمري ماشفت تطعيم يعمله دعايه ثلاثه من روؤساء امريكا  مجتمعين بأعلان واحد  ولا أطباء اسنان وتخدير وتجميل وهضم وإعلاميين وسياسيين وممثلين ومطربيين وفاشنيستات زي تطعيم كورونا وبعدها لازم نصدق انه رعايه طبيه وليست دعايه🤔🤔🤔🤔🤔,Covid Vaccine,Against,1.0,A_Implicit,,,No,1.0,Neutral,0.7514,2021-04-03 02:40:43+00:00,03/04/2021
1360,حكومة النمسا 🇦🇹 تقرر ألغاء جميع اشتراطات كورونا بدون فحص وبدون شهادات تطعيم تدخلها مثل قبل الجائحه تقرير سياحي كامل عنها 👇🏻 URL,Covid Vaccine,None,1.0,,,Not clear,No,1.0,Neutral,1.0,2022-05-15 13:48:35+00:00,15/05/2022
1362,في مرحلة ما بعد الجائحة  بات الإبتكار ضرورياً أكثر من أي وقت مضى .. فمن خلال عقد شراكات دولية أقوى وتسريع وتيرة التحول التقني في العمل الشرطي  يمكننا مواجهة أنواع جديدة من التهديدات المتوقعة وحماية مجتمعاتنا بصورة أفضل. URL,Digital Transformation,Favor,0.6109,,F_Explicit,,No,1.0,Neutral,1.0,2021-10-23 15:55:00+00:00,23/10/2021
1363,وزارة الصحة تحدد مواعيد تطعيم كورونا خلال شهر #رمضان    - أرض المعارض من 10 صباحاً إلى 5 عصراً  - جسر جابر والرعاية الصحية الأولية من 8 مساءً إلى 12 منتصف الليل URL,Covid Vaccine,None,1.0,,,Not clear,No,1.0,Neutral,1.0,2022-04-02 16:09:36+00:00,02/04/2022
1364,انطلاق حملة تطعيم ثالثة ضد فيروس كورونا في الهند URL,Covid Vaccine,None,0.766,,,Not clear,No,1.0,Neutral,1.0,2022-04-11 06:29:36+00:00,11/04/2022
1368,  ما قالو لهم غصب اخذو التطعيم مو مجبورين ..قالو دام ما تبون تطعيم تسوون فحص ان ما فيكم كورونا كل فترة .. ردو عليهم ان الفحص مو زين ويسبب امراض وما نبي نسوي فحص مع العلم ان في فحص كورونا باللعاب مو لازم عود بخشمك.,Covid Vaccine,Favor,0.5952,,F_Implicit,,No,1.0,Neutral,1.0,2021-09-19 09:55:49+00:00,19/09/2021
1370,التعامل بالعملة المعدنية أو الورقية مصيره الاندثار خلال السنوات القادمة بسبب التحول الرقمي في عمليات الدفع الإلكتروني مما يحد من عملية تزييف العملة الورقية وغسل الأموال. ليس مجاملةً إذا قلت #السعودية قطعت شوط كبير في #التحول_الرقمي للعمليات المالية سبقت الكثير من الدول المتقدمة URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-05-26 14:04:09+00:00,26/05/2021
1373, تطعيم كورونا بدون حضور  جرعه اولى  جرعه ثانيه جرعه ثالثه الاتعاب بعد الانجاز بذمتك,Covid Vaccine,None,0.5988,,,Not clear,No,0.842,Negative,0.6991,2022-04-29 06:28:39+00:00,29/04/2022
1375, ولن تقف عند هذا الشيء  قالوا لنا في البداية اختياري ولن يكون إجباري  وقالوا لنا أيضا سيتم تطعيم 70 % وستعود الحياة إلى طبيعتها .. واليوم يصدر قرار بمنع دخول المولات والمقرات الحكومية والخاصة ممن لم يأخذ جرعتي كورونا   أقولها بكل حرية #لن_امتثل,Covid Vaccine,Against,0.7467,A_Explicit,,,No,1.0,Negative,0.6077,2021-10-01 18:02:33+00:00,01/10/2021
1376, مشاكل القضاء ظهرت بعد التحول الرقمي لانه من الخطأ تنفذ تحول رقمي و انت عندك ثغرات بالانظمة و سلطة تقديريه فضفاضه  انت هنا زدت النار بنزين بس لازم محلل نظم شاطر + تغير و تعديل المواد  لتصبح من مدونات قضائية  الى قانون مقننه و ملزمه +تضيق السلطة,Digital Transformation,Against,0.7451,A_Explicit,,,No,1.0,Negative,1.0,2021-11-07 11:03:04+00:00,07/11/2021
1377,MENTION MENTION MENTION MENTION MENTION هههههههه الله يهديك. التطعيمات التي ذكرتي كلها مدروسة لسنوات عديدة قبل تطعيم الاطفال لمعرفة الأعراض الجانبية طويلة المدى مش مثل لقاح كورونا عمره اقل من سنة. الله اعلم اذا كان لقاح كورونا له اعراض ولا لا ولكن لا تتفلسفون وتجزمون ان ماله اعراض والشركة المصنعة نفسها ما تعرف.,Covid Vaccine,Against,1.0,A_Implicit,,,Yes,0.6516,Negative,0.6366,2021-05-07 19:55:00+00:00,07/05/2021
1378,MENTION الجسم يقدر يقاوم هالمرض بمناعته الطبيعيه ..اما التطعيم اثبت فشله ما اشوفه وقف كورونا.. اما سالفة تطعيم كل ٦ شهور لا والله ماراح انطعم بدون مانسمع تسجيل,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6094,2021-11-24 07:13:44+00:00,24/11/2021
1379,  بالتوفيج  طبعا انا ضد تطعيم كورونا  ولكن في حال مارسوا علينا دكتاتورية الاجبار وشغل البلطجه افضل اكسفورد عن فايزر,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.7033,2021-01-30 05:35:08+00:00,30/01/2021
1380,يا تطعم او عنايه مركزه....  اختياركم   #تطعيم_كورونا,Covid Vaccine,Favor,1.0,,F_Explicit,,No,0.6259,Neutral,0.7232,2021-03-06 21:38:29+00:00,06/03/2021
1381,قمت اليوم بعمل تطعيم لقاح كوفيد ١٩   ولله الحمد والمنه والشكر له سبحانه جل في علاه ثم ولاة امرنا حفظهم الله تعالى   تنظيم اكثر من رائع   و عمل في غاية الاتقان   شاهدت جنسيات من مختلف البلدان اتو لأخذ التطعيم وبالمجان   عمار يا وطني يالسعوديه,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-01-02 15:24:07+00:00,02/01/2021
1382,صيدلي فى أمريكا حقن طفلة عمرها 4 أعوام عن طريق الخطأ بلقاح كورونا بدلا من تطعيم الإنفلونزا  ولم تعان الطفلة كوليت من أي آثار جانبية كبيرة حتى الآن.,Covid Vaccine,Favor,0.5974,,F_Implicit,,No,1.0,Neutral,0.7232,2021-09-30 11:22:36+00:00,30/09/2021
1384, لازلت اقول التحول الالكتروني التام افرز سلبيات كثيره وياليته بالتدرج تلافيا للاخطاء والملاحظات  وبعض الخصوم المماطلين والمتحايلين يقول شكرا شكرا من وراء حجاب لانه وجد الثغرات التي يبحث عنها,Digital Transformation,Against,0.7313,A_Explicit,,,No,1.0,Negative,0.7227,2020-11-25 10:46:54+00:00,25/11/2020
1385,يعني سبحان الله بس يعني مستحيل صدفة انو بريطانيا من اول الدول اللي بدأت تطعيم لقاح فيروس الكورونا قبل اسبوعين تقريبا لشعبها و طلع عندهم كورونا متطورة كوفيد ٢٠.  لا انا مستحيل آخذ لقاح الكورونا ده لو شنو. لمن ٧ مليار زول ياخذه و اتاكد من انو مافي شي انا حكون رقم ٧ مليار و واحد,Covid Vaccine,Against,1.0,A_Explicit,,,No,0.7048,Neutral,0.7048,2020-12-21 16:30:00+00:00,21/12/2020
1386,وزير الصحة ينفي إلزامية تلقي الجرعة الرابعة من تطعيم كورونا  URL,Covid Vaccine,None,1.0,,,Not clear,No,1.0,Neutral,1.0,2022-04-07 18:31:27+00:00,07/04/2022
1388,#اللقاح_امن  #عمان_تواجه_كورونا   من أراد الخير لنفسه و أهله و ذويه و لوطنه و لعودة الحياة لطبيعتها لما شك قيد أنملة في مأمونية اللقاح الذي عكفت السلطنة على التثبيت من جميع الدراسات العلمية المتعلقة به قبل شراءه و تطعيم شعبها به. URL,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.6011,2021-06-10 08:28:33+00:00,10/06/2021
1391,cant wait  لنرمي كلنا سوا بنفس اللحظة كماماتنا لفوق بالهوا لما يتطعم ال٧٠%  #كورونا #كورونا_لبنان #تطعيم_كورونا #لقاح_فايزر URL,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Neutral,1.0,2021-04-15 07:02:01+00:00,15/04/2021
1392,التحول للدفع الالكتروني تخلف 🤣🤣🤣 URL,Digital Transformation,Against,0.5957,A_Explicit,,,No,1.0,Negative,1.0,2021-01-13 01:31:23+00:00,13/01/2021
1394,  وذكرت مثال بريطانيا وعودتها للحياة بعد تطعيم اكثر من ٢٢ مليون شخص لان كوّن المناعة المجتمعية حتى الناس تتشجع على التطعيم واخيرا هل انت افهم واعرف من المختصين ووزارة الصحة البريطانية والكويتية مايصير فاخذ معلوماتك من المصادر العلم,Covid Vaccine,Favor,0.7471,,F_Explicit,,No,1.0,Neutral,0.6566,2021-04-15 19:24:20+00:00,15/04/2021
1396,  اتمنى عند التحول الالكتروني ايجاد الية سهلة وواضحة للتأكد من صحة الوثائق الصادرة إلكترونيا لانها ستسبب مشكلة عند تقديمها إلى جهات اخرى,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-08-29 18:44:13+00:00,29/08/2020
1398,خطيب المسجد الحرام يشدد بضرورة أخذ تطعيم ضد كورونا وتثمين دور الصحة ونجاح العلاج في القضاء على هذا الوباء. #كورونا ,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Neutral,1.0,2021-01-15 19:44:24+00:00,15/01/2021
1401,يعني الحين كورونا بينتهي اذا تطعم الشعب كله!!! ولا بتتوقف الاصابات والوفيات؟  ياخي العالم اللي انتج تطعيم فايزر (التطعيم الاكثر فاعلية) ما اخذه !! متخيل  يوم سألوه ليش ما خذته؟ قال ببساطة انا خمسيني واتمتع بصحة جيدة ما احتاجه🙂  فليش نستغرب اذا شخص شاب رفض يتطعم   قرار شخصي..خلاص,Covid Vaccine,None,1.0,,,Not clear,No,1.0,Negative,1.0,2021-04-21 20:31:15+00:00,21/04/2021
1403,مين من الشباب اخد تطعيم كورونا ؟ وهل صار ومرضت بالكورونا؟ بعد التطعيم؟ او اعراض جانبية ما زالت موجودة بعد التطعيم؟ اغلب الي بعرفهم عندهم وجع بالضهر في منهم خف وفي عدد أصبح عنده مشاكل بالمعدة مزمنة لليوم هل لاحظتوا اي شي ؟,Covid Vaccine,Against,0.3885,A_Explicit,,,No,1.0,Neutral,0.5939,2022-04-17 20:29:05+00:00,17/04/2022
1405,   عزيزي تقدر تبحث الحين من اي موقع لاي وزارة صحة بالعالم 80% من الدول المجاورة والغير مجاورة الغت جميع قيود كورونا بدون ماتوصل حتى الى نسبة 70% بالتطعيم ابسط مثال الكويت جنبك الغت كامل القيود ورجعت الحياة طبيعية بعد مطالبات الشع,Covid Vaccine,Favor,0.3925,,F_Explicit,,No,1.0,Neutral,0.7922,2022-04-28 00:04:29+00:00,28/04/2022
1406,  نعم صحيح  وأنا منهم خاصتن بعد ما اخذنا تطعيم كورونا,Covid Vaccine,None,0.6393,,,Not clear,No,1.0,Neutral,1.0,2022-05-15 08:14:36+00:00,15/05/2022
1408,MENTION MENTION روح خذ الجرعة التنشيطية و خل عنك الغير ملقح  لأنك إذا تحصنت تحمي الغير ملقح كذلك  فخليك بطل.,Covid Vaccine,Favor,0.7487,,F_Explicit,,No,1.0,Neutral,1.0,2021-11-25 15:43:43+00:00,25/11/2021
1413,MENTION  في فرق بين الادويه وبين اللقاح  اللقاح دوره يمنع المرض مو يخفف الاصابه  تطعيمات شهادة الميلاد كلها تمنع الاصابه شمعنى تطعيم كورونا مايمنع ؟,Covid Vaccine,None,0.4219,,,Not clear,No,1.0,Neutral,1.0,2021-08-14 17:54:47+00:00,14/08/2021
1414,طلع #فيروس_كورونا   كذب     تجارة حتي يبيعون تطعيم جديد لنا وللعالم.,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6138,2020-01-27 13:12:33+00:00,27/01/2020
1415, الوسواس من تطعيم كورونا,Covid Vaccine,None,0.6061,,,Not clear,No,1.0,Neutral,0.7141,2022-05-15 09:34:53+00:00,15/05/2022
1416, #فيروس_كورونا الحمدالله علي نعمة الصحة والعافية للمعلومية:  لايوجد تأثير بموضع تطعيم اللقاح .. خاصة تعطيم جرعة #أكسفورد . ,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.6516,2021-03-15 13:05:00+00:00,15/03/2021
1417,بدا التنافس على انتهاز البشرية بيل جيتس يبيع لنا تطعيم كورونا ويفشي الاوبئه  ايلون ماسك يبي يزرع فينا شرايح ويقول وداعاً للموت  غدينا فيران تجارب URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,1.0,2022-05-06 13:45:07+00:00,06/05/2022
1418, بدا التنافس على انتهاز البشرية بيل جيتس يبيع لنا تطعيم كورونا ويفشي الاوبئه  ايلون ماسك يبي يزرع فينا شرايح ويقول وداعاً للموت  غدينا فيران تجارب,Covid Vaccine,Against,1.0,A_Explicit,,,Yes,1.0,Negative,1.0,2022-05-06 13:45:13+00:00,06/05/2022
1421,حسبنا الله ونعم الوكيل فيهم  .  التطعيم مؤامرة الحذر الحذر .  #تطعيم_كورونا URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6418,2020-12-19 21:41:53+00:00,19/12/2020
1424,MENTION MENTION اذا التطعيم ما يحميك من الاصابه بكورونا ولا يبعد عنك الموت من كورونا وايضا تكون حامل وناقل لفايروس كورونا ! ليش مطعمين !؟  بس تخفيف الاعراض . حنا راضين نجازف بأعراض قويه من غير تطعيم 💉,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6366,2021-07-16 09:34:41+00:00,16/07/2021
1426,MENTION MENTION والله أعرف الكثير  أخذوا تطعيم ( جرعتين )  وأصابهم كورونا .  ومنهم مازال يعاني من التعب  وموجودين في المستشفيات URL,Covid Vaccine,Against,1.0,A_Implicit,,,No,1.0,Negative,0.6128,2021-10-14 09:03:00+00:00,14/10/2021
1428,الكمامات لم يوزعوها مجاناً على الناس لتفادي إنتشار وباء كورونا ويصرون على تطعيم الناس مجاناً !!!,Covid Vaccine,Against,0.7405,A_Explicit,,,No,0.7382,Neutral,0.5226,2021-01-28 02:53:24+00:00,28/01/2021
1429,    ٤/ نحتاج بناء الجزء التقني والبنية التحتية  ٥/ نحتاج خطة نبني فيها التحول إلى التعلم الإلكتروني  نحتاج نظام تعلم إلكتروني وطني ✨,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.6156,2020-05-10 21:56:49+00:00,10/05/2020
1430,MENTION MENTION تطعيم الحصبه و شلل الاطفال وضع تحت التجارب و جربوه حتى على الفئران  اما تطعيم كورونا ما جربوه على اي مخلوق على طول عطوه الانسان,Covid Vaccine,Against,1.0,A_Implicit,,,No,1.0,Neutral,1.0,2021-05-08 09:41:29+00:00,08/05/2021
1432,  وهالسبب الوحيد عقلي مومقتنع فيه ابد لقاح فجأه طلع وبسرعه وبدون تجارب ولا معرفة الاثار الجانبيه المستقبليه على الانسان وخصوصا تطعيم من يبلغ ١٨ سنه واهو توه مراهق وللعلم اللقاح مومضادللكورونا وان خذيته لابدمن كمام وتباعد وراح تجيك كورو,Covid Vaccine,Against,0.7352,A_Implicit,,,No,1.0,Neutral,1.0,2021-03-21 10:29:34+00:00,21/03/2021
1433, والله مو مسألة عناد.  المسأله ومافيها موراضي عقلي يقتنع بهالتطعيم لان حتى لوخذته ماراح يمنع كورونا عني وفيني التباعد والكمام واهو مجرد ادول ليش آخذه والحافظ الله وان جاء أمره ماكو تطعيم بالكون يمنع ارادته من مرض أو موت.والله يبعدعني وعن عيالي,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,1.0,2021-04-18 14:17:46+00:00,18/04/2021
1434,MENTION عزيزي معروف هالشي بدون تحاليل  لانه لقاح تجريبي يستخدم بوظيفة أدول مخفف الآلام .وكل العالم يدري انه تطعيم ذو صبغه تجاريه أكثر من علاجيه فعاله ولا اهومضاد لكورونا ولا يعطي مناعه حقها والدليل كل اللي خذوا الجرعات اصابتهم كورونا.بس كورونا مخففه مع قوة مناعة جسمك,Covid Vaccine,Against,0.7379,A_Explicit,,,No,1.0,Neutral,0.7118,2021-05-24 20:11:14+00:00,24/05/2021
1435,MENTION مصخره بكل لغات العالم يبون بأي طريقه يجبرون الناس وأولادهم على شي تطعيم فاشل لا يحمي ولا شي ولايعيد الناس لما قبل كورونا . وتطعيمه ورا تطعيمه والحسابه بتحسب والشركات العالميه مستفيده على ظهورنا من مرض نسبة الشفاء منه ٩٨٪ . حسبنا الله ونعم الوكيل .,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6011,2021-08-01 21:11:14+00:00,01/08/2021
1436, الزول الجاي زيارة   لازم فحص كورونا او كرت تطعيم ولا لا ؟؟,Covid Vaccine,None,0.7697,,,Not clear,No,1.0,Neutral,1.0,2022-04-16 13:46:41+00:00,16/04/2022
1438,سؤال الحين إذا جتني كورونا مرتين لازم بعد تطعيم ولا خلاص تكون صارت عندي مناعة حسبي الله عالصين 🤒,Covid Vaccine,None,1.0,,,,No,1.0,Negative,0.6087,2021-04-19 17:36:21+00:00,19/04/2021
1440,(معجون الاسنان يفطر ؟  ) = (الي فيه ربو يطعم.؟. ). سؤالين لم ولن ينتهون 😂 #تطعيم_كورونا,Covid Vaccine,Against,1.0,A_Implicit,,,Yes,1.0,Neutral,1.0,2021-04-03 07:57:25+00:00,03/04/2021
1441, أيه على أساس أنه تم تطعيم المحطات بلقاح #فايزر ضد فيروس #كورونا 3 مرات😂😂😂  شقاعد يقول الرئيس ؟ واضح أن المستجوبين المحترمين عروا أدائه وفشل إدارته وقعد يخبص بالردود  هذا اللي ناقص انقطاع الكهرباء والماء 😂 #إرحل,Covid Vaccine,Against,1.0,A_Explicit,,,No,0.5875,Negative,0.6198,2022-03-29 18:19:41+00:00,29/03/2022
1443,ياجماعة ال140جيجا مبقتش مكفية التحول الالكتروني اللي بيحصل اليومين دول  #Unlimited_Internet_In_Egypt,Digital Transformation,Against,1.0,A_Explicit,,,No,1.0,Negative,0.6254,2021-09-24 12:42:00+00:00,24/09/2021
1448, الحين معد يعتذر الا الطيبين  وقاحة وبرمضان اوقح النفوس اتغيرت اخوي عمر  والله العظيم بجد في تغغير هائل باخر سنتين  لا اعلم هل من تطعيم أو كورونا ضربت ادمغتهم,Covid Vaccine,Favor,0.3929,,F_Explicit,,No,1.0,Negative,1.0,2022-03-30 12:16:21+00:00,30/03/2022
1450,اختكم في الله تم إرسال ورقه استبيان لهم من طرف مدرسة احد ابنائها وش تقترحون عليها ترسل للإدارة مع الورقة علما أن والده كتب لهم لانريد أن يتم تطعيم الابن بلقاح كورونا فقط URL,Covid Vaccine,Against,0.7639,A_Explicit,,,No,1.0,Neutral,0.7725,2022-04-09 01:37:31+00:00,09/04/2022
1451, والله ماهم احرص ولا يستاهلون حتى نومن عيالنا عندهم  الي شايل همه الان تطعيم كورونا جرعتين من صف اول إلى سادس  😗,Covid Vaccine,Against,0.7655,A_Explicit,,,No,1.0,Negative,1.0,2022-04-09 05:14:34+00:00,09/04/2022
1452,تحذير شامل لجميع المواطنين  جميع تطعيمات الطفولة سيتم تغير شفرتها وتركيبها من تطعيم مابعد الولادة حتى مرحلة ماقبل المدرسة لقاحات الاطفال لم تعد مثل قبل  وفتح مصنع فايزر أثناء جاحشة كورونا لاينذر بالخير ابدا,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.7588,2022-04-09 15:57:03+00:00,09/04/2022
1453,لماذا كنا نحذر من تطعيم كورونا الإجباري  ليش لانه مضر مع احتمال وفاة او اعراض جانبية شديدة بل لانه بوابة لجرعات وتطعيمات أخرى لاتقف مابعد لقاح كورونا والورم الحليمي تفضلو الهبد الجديد  لقاح((غير متلاشية))الخربوطي URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,1.0,2022-05-06 06:12:52+00:00,06/05/2022
1458, أهلًا بك.. #المركز_الوطني_للتعليم_الإلكتروني تأسس بقرار من مجلس الوزراء  ليكون جهة مستقلة تهدف لتعزيز الثقة في برامج التعليم الإلكتروني  وتمكين التكامل بين مختلف الجهات  وتمكين الابتكار في التحول الرقمي في التعليم. نسعد بخدمتكم...,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-05-30 07:38:26+00:00,30/05/2021
1460,التحول #التقني يساعد في تمكين الأشخاص #ذوي_الإعاقة  ويجعل بيئة العمل أكثر جاذبية وشمولاً  ويعزز فرص التعلم والتطور.  . معًا لتثقيف الشركات حول التمكين والشمل لتحقيق #رؤية_السعودية_2030 . URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Negative,0.7527,2021-11-15 08:19:03+00:00,15/11/2021
1463,لا تتردد وبادر فورًا بأخذ تطعيم #كورونا من أجل أهلك ومجتمعك . #اللقاح_طريقنا_للتعافي,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-04-21 18:21:43+00:00,21/04/2021
1469, تطعيم كورونا جرعات 1 2 3,Covid Vaccine,None,1.0,,,Not clear,No,1.0,Neutral,1.0,2022-04-19 07:04:38+00:00,19/04/2022
